id,DRAFTID,CombineID,Year,Name,FirstName,LastName,Position,HeightInchesTotal,HeightFeet,HeightInches,Weight(LBS),ArmLength(Inches),HandsSize(Inches),FortyYardDash,TwentyYardDashSplit,TenYardDashSplit,TwentyYardShuttle,ThreeConeDrill,VerticalJump,BroadJump,BenchPressReps,DraftRound,College,PickRound,PickTotal,Wonderlic
11217,20067233,DevinAromashodu20067,2006,Devin Aromashodu,Devin,Aromashodu,WR,75,6,3,201,,,4.35,,,4.17,,39,120,,7,Auburn,25,233,
11218,,MilesAustin2006,2006,Miles Austin,Miles,Austin,WR,74,6,2,215,,,4.47,,,4.14,,40.5,123,,,,,,
11219,,HankBaskett2006,2006,Hank Baskett,Hank,Baskett,WR,75,6,3,224,,,4.5,,,4.22,,35,119,,,,,,
11220,,DamariusBilbo2006,2006,Damarius Bilbo,Damarius,Bilbo,WR,74,6,2,214,,,4.7,,,4.21,,36.5,115,,,,,,
11221,20065147,JeremyBloom20065,2006,Jeremy Bloom,Jeremy,Bloom,WR,69,5,9,173,,,4.49,,,,,,,,5,Colorado,14,147,
11222,,JovonBouknight2006,2006,Jovon Bouknight,Jovon,Bouknight,WR,74,6,2,195,,,4.71,,,4.05,,34,120,,,,,,
11223,,JasonCarter2006,2006,Jason Carter,Jason,Carter,WR,73,6,1,211,,,4.6,,,4.22,,33,116,,,,,,
11224,20067252,MarquesColston20067,2006,Marques Colston,Marques,Colston,WR,77,6,5,224,33.375,9.625,4.5,2.65,1.6,4.44,6.96,37,123,,7,Hofstra,44,252,
11225,,ChrisDenney2006,2006,Chris Denney,Chris,Denney,WR,75,6,3,224,,,4.65,,,4.36,,33,110,,,,,,
11226,20064125,SkylerGreen20064,2006,Skyler Green,Skyler,Green,WR,69,5,9,192,,,4.53,,,,,34,118,,4,LSU,28,125,
11227,2006382,DerekHagan20063,2006,Derek Hagan,Derek,Hagan,WR,74,6,2,208,30,9,4.45,2.59,1.5,4.07,,36,124,15,3,Arizona State,18,82,
11228,,ChrisHannon2006,2006,Chris Hannon,Chris,Hannon,WR,75,6,3,205,,,4.48,,,,,34.5,122,,,,,,
11229,20066171,MikeHass20066,2006,Mike Hass,Mike,Hass,WR,73,6,1,208,,,4.59,,,4.15,,32,116,,6,Oregon State,2,171,
11230,2006257,DevinHester20062,2006,Devin Hester,Devin,Hester,WR,71,5,11,190,,,4.41,2.59,1.54,4.2,6.78,38,124,16,2,Miami (FL),25,57,
11231,,EdHinkel2006,2006,Ed Hinkel,Ed,Hinkel,WR,73,6,1,190,,,4.54,,,4.1,,34,116,,,,,,
11232,2006125,SantonioHolmes20061,2006,Santonio Holmes,Santonio,Holmes,WR,70.625,5,10.625,188,32,9.625,4.35,,,4.26,6.82,38,126,,1,Ohio State,25,25,
11233,2006236,ChadJackson20062,2006,Chad Jackson,Chad,Jackson,WR,73,6,1,213,,,4.32,,,4.03,,38.5,122,,2,Florida,4,36,
11234,20066184,AdamJennings20066,2006,Adam Jennings,Adam,Jennings,WR,69,5,9,181,,,4.44,,,4.16,,37.5,118,,6,Fresno State,15,184,
11235,2006252,GregJennings20062,2006,Greg Jennings,Greg,Jennings,WR,71,5,11,197,30,9,4.42,2.6,1.57,4.18,6.69,36.5,117,,2,Western Michigan,20,52,
11236,,GregLee2006,2006,Greg Lee,Greg,Lee,WR,74,6,2,201,,,4.59,,,4.11,,35.5,114,,,,,,
11237,20064119,BrandonMarshall20064,2006,Brandon Marshall,Brandon,Marshall,WR,77,6,5,229,,,4.52,2.71,1.6,4.31,6.96,37,120,,4,UCF,22,119,
11238,,AnthonyMix2006,2006,Anthony Mix,Anthony,Mix,WR,76,6,4,235,,,4.48,,,,,31.5,111,,,,,,
11239,2006244,SinoriceMoss20062,2006,Sinorice Moss,Sinorice,Moss,WR,68,5,8,185,,,4.38,2.53,1.48,,,42,123,,2,Miami (FL),12,44,
11240,,MartinNance2006,2006,Martin Nance,Martin,Nance,WR,76,6,4,213,,,4.55,,,4.09,,33.5,112,,,,,,
11241,20067249,BenObomanu20067,2006,Ben Obomanu,Ben,Obomanu,WR,73,6,1,205,33,9,4.43,,,,,39.5,,,7,Auburn,41,249,
11242,20067249,BenObomanu20067,2006,Ben Obomanu,Ben,Obomanu,WR,73,6,1,205,33,9,4.45,2.7,1.64,4.23,7.18,38,116,,7,Auburn,41,249,
11243,20066172,JonathanOrr20066,2006,Jonathan Orr,Jonathan,Orr,WR,74,6,2,198,34,9.625,4.44,2.63,1.57,4.16,7.31,35.5,119,,6,Wisconsin,3,172,
11244,2006395,WillieReid20063,2006,Willie Reid,Willie,Reid,WR,71,5,11,188,,,4.34,,,4.26,,37.5,117,,3,Florida State,31,95,
11245,20064104,CoryRodgers20064,2006,Cory Rodgers,Cory,Rodgers,WR,73,6,1,188,,,4.58,,,4.19,,33.5,110,,4,TCU,7,104,
11246,,RichieRoss2006,2006,Richie Ross,Richie,Ross,WR,76,6,4,209,,,4.61,,,4.31,,37,120,,,,,,
11247,,ClintonSolomon2006,2006,Clinton Solomon,Clinton,Solomon,WR,75,6,3,214,,,4.58,,,4.48,,33,114,,,,,,
11248,2006390,MauriceStovall20063,2006,Maurice Stovall,Maurice,Stovall,WR,77,6,5,217,,,4.57,2.69,1.6,4.16,6.81,35,122,,3,Notre Dame,26,90,
11249,20066175,DelanieWalker20066,2006,Delanie Walker,Delanie,Walker,WR,73,6,1,240,,,4.49,,,,,36.5,118,,6,Central Missouri State,6,175,
11250,20067218,ToddWatkins20067,2006,Todd Watkins,Todd,Watkins,WR,75,6,3,202,,,4.4,,,4.25,,37,118,,7,Brigham Young,10,218,
11251,20066190,JeffWebb20066,2006,Jeff Webb,Jeff,Webb,WR,74.125,6,2.125,211,33,8,4.4,2.61,1.51,4.08,6.81,37,126,,6,San Diego State,21,190,
11252,2006384,BrandonWilliams20063,2006,Brandon Williams,Brandon,Williams,WR,70,5,10,179,,,4.48,,,4.09,,34.5,115,,3,Wisconsin,20,84,
11253,2006378,TravisWilson20063,2006,Travis Wilson,Travis,Wilson,WR,74,6,2,214,,,4.47,,,4.03,,36.5,120,,3,Oklahoma,14,78,
11254,2006131,KellyJennings20061,2006,Kelly Jennings,Kelly,Jennings,CB,71,5,11,178,,,4.39,,,4.04,,40,120,,1,Miami (FL),31,31,
11255,,KhalidNaziruddin2006,2006,Khalid Naziruddin,Khalid,Naziruddin,CB,69,5,9,185,,,4.64,,,,,38.5,119,17,,,,,
11256,20065154,MarcusMaxey20065,2006,Marcus Maxey,Marcus,Maxey,CB,74,6,2,198,,,4.48,,,,,41.5,129,14,5,Miami (FL),21,154,
11257,,ReubenHouston2006,2006,Reuben Houston,Reuben,Houston,CB,73,6,1,192,,,4.62,,,4.45,,41.5,127,21,,,,,
11258,2006258,RichardMarshall20062,2006,Richard Marshall,Richard,Marshall,CB,71,5,11,189,,,4.42,,,4.16,,37,129,12,2,Fresno State,26,58,
11259,2006262,TimJennings20062,2006,Tim Jennings,Tim,Jennings,CB,68,5,8,185,,,4.32,,,,,37.5,,17,2,Georgia,30,62,
11260,2006115,TyeHill20061,2006,Tye Hill,Tye,Hill,CB,70,5,10,185,,,4.34,,,4.05,,41,129,,1,Clemson,15,15,
11261,20064115,WillBlackmon20064,2006,Will Blackmon,Will,Blackmon,CB,73,6,1,198,,,4.47,,,4.24,,41,133,,4,Boston College,18,115,
11262,,AbrahamElimimian2005,2005,Abraham Elimimian,Abraham,Elimimian,CB,70,5,10,190,,,4.62,,,4.05,,39,121,14,,,,,
11263,20055147,AlphonsoHodge20055,2005,Alphonso Hodge,Alphonso,Hodge,CB,71,5,11,203,,,4.44,,,3.99,,34,,20,5,Miami (OH),11,147,
11264,20054103,AntonioPerkins20054,2005,Antonio Perkins,Antonio,Perkins,CB,71,5,11,190,,,4.49,,,4.07,,40,126,10,4,Oklahoma,2,103,
11265,200518,AntrelRolle20051,2005,Antrel Rolle,Antrel,Rolle,CB,72,6,,198,,,4.5,,,,,,,15,1,Miami (FL),8,8,
11266,,AricWilliams2005,2005,Aric Williams,Aric,Williams,CB,73,6,1,187,,,4.58,,,,,36,117,8,,,,,
11267,,BrandonBrowner2005,2005,Brandon Browner,Brandon,Browner,CB,76,6,4,221,,,4.63,,,4.24,,36.5,123,13,,,,,
11268,2005262,BryantMcFadden20052,2005,Bryant McFadden,Bryant,McFadden,CB,71,5,11,193,,,4.53,,,4.04,,38.5,,23,2,Florida State,30,62,
11269,200519,CarlosRogers20051,2005,Carlos Rogers,Carlos,Rogers,CB,73,6,1,196,,,4.44,,,3.82,6.48,40.5,126,15,1,Auburn,9,9,
11270,,CedrickWilliams2005,2005,Cedrick Williams,Cedrick,Williams,CB,70,5,10,168,,,4.5,,,4.22,,35,121,13,,,,,
11271,,ChrisMcKenzie2005,2005,Chris McKenzie,Chris,McKenzie,CB,69,5,9,185,,,4.32,,,4.32,,45,136,6,,,,,
11272,2005243,CoreyWebster20052,2005,Corey Webster,Corey,Webster,CB,72,6,,199,,,4.51,,,,,,,9,2,LSU,11,43,
11273,2005256,DarrentWilliams20052,2005,Darrent Williams,Darrent,Williams,CB,69,5,9,176,,,4.3,,,3.96,,39,124,16,2,Oklahoma State,24,56,
11274,20057215,DavenHolly20057,2005,Daven Holly,Daven,Holly,CB,71,5,11,192,,,4.39,,,4.08,,39,115,15,7,Cincinnati,1,215,
11275,2005115,DerrickJohnson20051,2005,Derrick Johnson,Derrick,Johnson,CB,71,5,11,197,,,4.43,,,4.1,,,,18,1,Texas,15,15,
11276,2005397,DomoniqueFoxworth20053,2005,Domonique Foxworth,Domonique,Foxworth,CB,71,5,11,184,,,4.34,,,3.89,,41,125,14,3,Maryland,33,97,
11277,2005384,EllisHobbs20053,2005,Ellis Hobbs,Ellis,Hobbs,CB,69,5,9,192,,,4.45,,,4.07,,42,124,12,3,Iowa State,20,84,
11278,2005375,EricGreen20053,2005,Eric Green,Eric,Green,CB,73,6,1,198,,,4.52,,,3.9,,38,120,,3,Virginia Tech,11,75,
11279,20055156,EricKing20055,2005,Eric King,Eric,King,CB,69,5,9,189,,,4.43,,,,,,,12,5,Wake Forest,20,156,
11280,2005123,FabianWashington20051,2005,Fabian Washington,Fabian,Washington,CB,71,5,11,188,,,4.29,,,3.91,,41.5,129,18,1,Nebraska,23,23,
11281,,JerronWishom2005,2005,Jerron Wishom,Jerron,Wishom,CB,73,6,1,193,,,4.5,,,4.07,,38,118,18,,,,,
11282,2005257,JustinMiller20052,2005,Justin Miller,Justin,Miller,CB,70,5,10,201,,,4.42,,,,,41.5,128,15,2,Clemson,25,57,
11283,2005376,KarlPaymah20053,2005,Karl Paymah,Karl,Paymah,CB,73,6,1,204,,,4.35,,,3.91,,41.5,125,15,3,Washington State,12,76,
11284,2005260,KelvinHayden20052,2005,Kelvin Hayden,Kelvin,Hayden,CB,71,5,11,197,,,4.45,,,3.9,,34,111,17,2,Illinois,28,60,
11285,,LamontReid2005,2005,Lamont Reid,Lamont,Reid,CB,71,5,11,195,,,4.53,,,4.28,,40.5,124,15,,,,,
11286,,AdrianAwasom2005,2005,Adrian Awasom,Adrian,Awasom,DE,76,6,4,279,,,4.93,,,4.4,,32.5,107,23,,,,,
11287,2005392,VincentBurns20053,2005,Vincent Burns,Vincent,Burns,DE,73,6,1,267,,,4.84,,,4.41,,35,122,25,3,Kentucky,28,92,
11288,20054128,ChaunceyDavis20054,2005,Chauncey Davis,Chauncey,Davis,DE,74,6,2,273,,,4.8,,,4.44,,37,118,22,4,Florida State,27,128,
11289,,JimDavis2005,2005,Jim Davis,Jim,Davis,DE,76,6,4,277,,,5.05,,,4.23,,34,,,,,,,
11290,,AdellDuckett2005,2005,Adell Duckett,Adell,Duckett,DE,76,6,4,270,,,4.93,,,4.35,,34.5,105,14,,,,,
11291,,CliffordDukes2005,2005,Clifford Dukes,Clifford,Dukes,DE,76,6,4,268,,,4.95,,,,,31.5,,28,,,,,
11292,,SimonFraser2005,2005,Simon Fraser,Simon,Fraser,DE,78,6,6,288,,,5,,,4.43,,28,106,23,,,,,
11293,,AndreFrazier2005,2005,Andre Frazier,Andre,Frazier,DE,77,6,5,234,,,4.66,,,4.12,,38,124,19,,,,,
11294,20056189,JovanHaye20056,2005,Jovan Haye,Jovan,Haye,DE,74,6,2,284,,,4.74,,,4.38,,34,110,33,6,Vanderbilt,15,189,
11295,2005118,ErasmusJames20051,2005,Erasmus James,Erasmus,James,DE,76,6,4,266,,,4.81,,,4.44,,37.5,122,,1,Wisconsin,18,18,
11296,,TylerKing2005,2005,Tyler King,Tyler,King,DE,78,6,6,271,,,4.87,,,4.35,,36,118,20,,,,,
11297,20056199,KhariLong20056,2005,Khari Long,Khari,Long,DE,76,6,4,257,,,4.74,,,4.09,,38.5,121,27,6,Baylor,25,199,
11298,20055139,DavidMcMillan20055,2005,David McMillan,David,McMillan,DE,75,6,3,262,,,4.58,,,4.08,,34,120,16,5,Kansas,3,139,
11299,2005112,ShawneMerriman20051,2005,Shawne Merriman,Shawne,Merriman,DE,77,6,5,272,,,4.68,,,,,,,25,1,Maryland,12,12,
11300,20056180,MikeMontgomery20056,2005,Mike Montgomery,Mike,Montgomery,DE,77,6,5,276,,,5.05,,,4.33,,34.5,115,19,6,Texas A&M,6,180,
11301,20056186,EricMoore20056,2005,Eric Moore,Eric,Moore,DE,76,6,4,262,,,4.84,,,4.57,,29.5,108,22,6,Florida State,12,186,
11302,2005117,DavidPollack20051,2005,David Pollack,David,Pollack,DE,74,6,2,265,,,4.75,,,3.94,,37,120,25,1,Georgia,17,17,
11303,20054125,BradyPoppinga20054,2005,Brady Poppinga,Brady,Poppinga,DE,75,6,3,259,,,4.59,,,4.39,,35.5,110,26,4,Brigham Young,24,125,
11304,20056212,RyanRiddle20056,2005,Ryan Riddle,Ryan,Riddle,DE,74,6,2,253,,,4.82,,,,,,,18,6,California,38,212,
11305,2005246,MattRoth20052,2005,Matt Roth,Matt,Roth,DE,76,6,4,278,,,4.81,,,4.36,,32,112,26,2,Iowa,14,46,
11306,2005120,MarcusSpears20051,2005,Marcus Spears,Marcus,Spears,DE,76,6,4,307,,,5.03,,,,,,,15,1,LSU,20,20,
11307,20056184,BillSwancutt20056,2005,Bill Swancutt,Bill,Swancutt,DE,76,6,4,270,,,5,,,4.24,,34,113,23,6,Oregon State,10,184,
11308,,BenardThomas2005,2005,Benard Thomas,Benard,Thomas,DE,76,6,4,269,,,4.9,,,4.34,,30,108,27,,,,,
11309,20057232,JimmyVerdon20057,2005,Jimmy Verdon,Jimmy,Verdon,DE,75,6,3,280,,,5.02,,,4.53,,29.5,105,18,7,Arizona State,18,232,
11310,,LorenzoAlexander2005,2005,Lorenzo Alexander,Lorenzo,Alexander,DT,74,6,2,289,,,5.12,,,4.55,,29.5,,28,,,,,
11311,2005259,JonathanBabineaux20052,2005,Jonathan Babineaux,Jonathan,Babineaux,DT,74,6,2,286,,,4.87,,,4.62,,29.5,109,21,2,Iowa,27,59,
11312,20056178,AnthonyBryant20056,2005,Anthony Bryant,Anthony,Bryant,DT,75,6,3,335,,,5.06,,,4.72,,31.5,106,23,6,Alabama,4,178,
11313,,TimBulman2005,2005,Tim Bulman,Tim,Bulman,DT,76,6,4,294,,,4.91,,,4.21,,32.5,115,35,,,,,
11314,,LarryBurt2005,2005,Larry Burt,Larry,Burt,DT,74,6,2,305,,,5.36,,,4.75,,28,98,22,,,,,
11315,2005128,LuisCastillo20051,2005,Luis Castillo,Luis,Castillo,DT,75,6,3,305,,,4.79,,,,,34.5,112,32,1,Northwestern,28,28,
11316,2005237,ShaunCody20052,2005,Shaun Cody,Shaun,Cody,DT,76,6,4,293,,,4.95,,,,,,,34,2,USC,5,37,
11317,,EricColeman2005,2005,Eric Coleman,Eric,Coleman,DT,77,6,5,288,,,5.12,,,4.73,,33,118,27,,,,,
11318,2005389,AtiyyahEllison20053,2005,Atiyyah Ellison,Atiyyah,Ellison,DT,76,6,4,305,,,5.07,,,4.83,,27.5,103,25,3,Missouri,25,89,
11319,20055137,RonaldFields20055,2005,Ronald Fields,Ronald,Fields,DT,75,6,3,313,,,5.24,,,4.68,,27,102,,5,Mississippi State,1,137,
11320,20056175,AnttajHawthorne20056,2005,Anttaj Hawthorne,Anttaj,Hawthorne,DT,76,6,4,325,,,5.23,,,4.72,,27,100,21,6,Wisconsin,1,175,
11321,20056193,JasonJefferson20056,2005,Jason Jefferson,Jason,Jefferson,DT,74,6,2,310,,,5.1,,,4.48,,28.5,102,,6,Wisconsin,19,193,
11322,,LynnMcGruder2005,2005,Lynn McGruder,Lynn,McGruder,DT,74,6,2,303,,,5.01,,,4.43,,35.5,112,28,,,,,
11323,,AlbertMeans2005,2005,Albert Means,Albert,Means,DT,76,6,4,318,,,5.4,,,4.91,,27,96,26,,,,,
11324,20056191,C.J.Mosley20056,2005,C.J. Mosley,C.J.,Mosley,DT,74,6,2,312,,,5.08,,,4.65,,27.5,100,27,6,Missouri,17,191,
11325,2005131,MikePatterson20051,2005,Mike Patterson,Mike,Patterson,DT,73,6,1,292,,,5.08,,,,,,,26,1,USC,31,31,
11326,2005388,SionePouha20053,2005,Sione Pouha,Sione,Pouha,DT,76,6,4,325,,,5.02,,,4.49,,32.5,107,32,3,Utah,24,88,
11327,,DerreckRobinson2005,2005,Derreck Robinson,Derreck,Robinson,DT,76,6,4,289,,,,,,4.53,,34.5,114,27,,,,,
11328,20057241,DarrellShropshire20057,2005,Darrell Shropshire,Darrell,Shropshire,DT,74,6,2,301,,,4.87,,,4.34,,34,116,25,7,South Carolina,27,241,
11329,20057216,KevinVickerson20057,2005,Kevin Vickerson,Kevin,Vickerson,DT,77,6,5,301,,,5,,,4.67,,32.5,103,,7,Michigan State,2,216,
11330,,KevinDudley2005,2005,Kevin Dudley,Kevin,Dudley,FB,73,6,1,238,,,4.91,,,4.58,,30,109,19,,,,,
11331,20055158,JustinGreen20055,2005,Justin Green,Justin,Green,FB,73,6,1,242,,,4.84,,,4.22,,31,109,23,5,Montana,22,158,
11332,20057251,MadisonHedgecock20057,2005,Madison Hedgecock,Madison,Hedgecock,FB,75,6,3,266,,,4.87,,,4.26,,32.5,108,29,7,North Carolina,37,251,
11333,,KeithJoseph2005,2005,Keith Joseph,Keith,Joseph,FB,74,6,2,250,,,4.68,,,4.2,,33,113,27,,,,,
11334,,ZachTuiasosopo2005,2005,Zach Tuiasosopo,Zach,Tuiasosopo,FB,74,6,2,246,,,5,,,4.7,,25.5,100,19,,,,,
11335,,O.J.Atogwe2005,2005,O.J. Atogwe,O.J.,Atogwe,FS,71,5,11,219,,,4.52,,,,,,,22,,,,,
11336,20056208,JustinBeriault20056,2005,Justin Beriault,Justin,Beriault,FS,75,6,3,204,,,4.52,,,3.84,,39.5,132,14,6,Ball State,34,208,
11337,,PatrickBody2005,2005,Patrick Body,Patrick,Body,FS,74,6,2,196,,,4.36,,,,,,,,,,,,
11338,2005240,JoshBullocks20052,2005,Josh Bullocks,Josh,Bullocks,FS,73,6,1,209,,,4.46,,,4.09,,37.5,118,,2,Nebraska,8,40,
11339,,JamesButler2005,2005,James Butler,James,Butler,FS,74,6,2,213,,,4.51,,,4.01,,40.5,127,16,,,,,
11340,20054102,SeanConsidine20054,2005,Sean Considine,Sean,Considine,FS,73,6,1,212,,,4.5,,,3.93,,37,117,19,4,Iowa,1,102,
11341,2005114,ThomasDavis20051,2005,Thomas Davis,Thomas,Davis,FS,73,6,1,230,,,4.6,,,4.01,,36.5,115,,1,Georgia,14,14,
11342,20055171,BenEmanuel20055,2005,Ben Emanuel,Ben,Emanuel,FS,75,6,3,212,,,4.57,,,,,,,21,5,UCLA,35,171,
11343,2005380,DustinFox20053,2005,Dustin Fox,Dustin,Fox,FS,71,5,11,191,,,4.43,,,,,43.5,,7,3,Ohio State,16,80,
11344,,AaronFrancisco2005,2005,Aaron Francisco,Aaron,Francisco,FS,74,6,2,211,,,4.74,,,4.13,,35,113,17,,,,,
11345,,JasonHarmon2005,2005,Jason Harmon,Jason,Harmon,FS,73,6,1,209,,,4.7,,,4.11,,37,118,23,,,,,
11346,,JimLeonhard2005,2005,Jim Leonhard,Jim,Leonhard,FS,68,5,8,191,,,4.63,,,,,,,19,,,,,
11347,20054123,KerryRhodes20054,2005,Kerry Rhodes,Kerry,Rhodes,FS,75,6,3,209,,,4.56,,,4.17,,42,123,12,4,Louisville,22,123,
11348,20055157,GeraldSensabaugh20055,2005,Gerald Sensabaugh,Gerald,Sensabaugh,FS,73,6,1,214,,,4.44,,,,,46,133,17,5,North Carolina,21,157,
11349,20054115,MarvielUnderwood20054,2005,Marviel Underwood,Marviel,Underwood,FS,70,5,10,197,,,4.45,,,4.22,,38,118,19,4,San Diego State,14,115,
11350,,LiamEzekiel2005,2005,Liam Ezekiel,Liam,Ezekiel,ILB,73,6,1,249,,,4.81,,,4.12,,34.5,118,36,,,,,
11351,2005382,AlfredFincher20053,2005,Alfred Fincher,Alfred,Fincher,ILB,74,6,2,238,,,4.68,,,4.48,,31.5,112,25,3,Connecticut,18,82,
11352,,MikeGoolsby2005,2005,Mike Goolsby,Mike,Goolsby,ILB,75,6,3,249,,,4.93,,,4.44,,29.5,112,,,,,,
11353,,BoomerGrigsby2005,2005,Boomer Grigsby,Boomer,Grigsby,ILB,73,6,1,249,,,4.6,,,,,35.5,112,32,,,,,
11354,2005398,LeroyHill20053,2005,Leroy Hill,Leroy,Hill,ILB,73,6,1,229,,,4.65,,,4.11,,34,116,25,3,Clemson,34,98,
11355,,MarcusLawrence2005,2005,Marcus Lawrence,Marcus,Lawrence,ILB,74,6,2,243,,,4.62,,,4.35,,34,121,19,,,,,
11356,20055154,RobertMcCune20055,2005,Robert McCune,Robert,McCune,ILB,73,6,1,245,,,4.5,,,,,,,34,5,Louisville,18,154,
11357,20055168,LanceMitchell20055,2005,Lance Mitchell,Lance,Mitchell,ILB,74,6,2,247,,,4.85,,,4.41,,33.5,,15,5,Oklahoma,32,168,
11358,2005378,KirkMorrison20053,2005,Kirk Morrison,Kirk,Morrison,ILB,73,6,1,235,,,4.69,,,4.35,,,,25,3,San Diego State,14,78,
11359,,MartinPatterson2005,2005,Martin Patterson,Martin,Patterson,ILB,74,6,2,243,,,4.89,,,4.21,,34,115,21,,,,,
11360,2005236,BarrettRuud20052,2005,Barrett Ruud,Barrett,Ruud,ILB,75,6,3,241,,,4.75,,,4,,34.5,112,25,2,Nebraska,4,36,
11361,20055149,AdamSeward20055,2005,Adam Seward,Adam,Seward,ILB,74,6,2,248,,,4.6,,,4.11,,36.5,120,33,5,UNLV,13,149,
11362,2005245,LofaTatupu20052,2005,Lofa Tatupu,Lofa,Tatupu,ILB,73,6,1,238,,,4.83,,,4.21,,35,113,23,2,USC,13,45,
11363,2005248,OdellThurman20052,2005,Odell Thurman,Odell,Thurman,ILB,73,6,1,233,,,4.62,,,4.28,,34,,23,2,Georgia,16,48,
11364,20054124,JasonBrown20054,2005,Jason Brown,Jason,Brown,OC,75,6,3,313,,,5.4,,,4.52,,30.5,105,23,4,North Carolina,23,124,
11365,20055143,JuniusCoston20055,2005,Junius Coston,Junius,Coston,OC,76,6,4,310,,,5.31,,,4.64,,29.5,102,21,5,North Carolina A&T,7,143,
11366,20054119,EricGhiaciuc20054,2005,Eric Ghiaciuc,Eric,Ghiaciuc,OC,76,6,4,302,,,5.09,,,4.64,,32,105,30,4,Central Michigan,18,119,
11367,20055169,GeoffHangartner20055,2005,Geoff Hangartner,Geoff,Hangartner,OC,77,6,5,301,,,5.21,,,4.57,,28.5,103,26,5,Texas A&M,33,169,
11368,20055151,DrewHodgdon20055,2005,Drew Hodgdon,Drew,Hodgdon,OC,75,6,3,309,,,5.31,,,4.48,,32.5,109,,5,Arizona State,15,151,
11369,20055165,RobHunt20055,2005,Rob Hunt,Rob,Hunt,OC,76,6,4,301,,,4.96,,,4.5,,34.5,108,31,5,North Dakota State,29,165,
11370,2005381,RichieIncognito20053,2005,Richie Incognito,Richie,Incognito,OC,75,6,3,305,,,4.84,,,,,,,29,3,Nebraska,17,81,
11371,20057242,ScottMruczkowski20057,2005,Scott Mruczkowski,Scott,Mruczkowski,OC,77,6,5,321,,,5.29,,,,,,,28,7,Bowling Green,28,242,
11372,20054122,DukePreston20054,2005,Duke Preston,Duke,Preston,OC,77,6,5,311,,,,,,4.53,,32,96,21,4,Illinois,21,122,
11373,2005126,ChrisSpencer20051,2005,Chris Spencer,Chris,Spencer,OC,75,6,3,309,,,5.21,,,4.61,,32,105,26,1,Mississippi,26,26,
11374,2005233,DavidBaas20052,2005,David Baas,David,Baas,OG,77,6,5,319,,,5.06,,,4.48,,29.5,105,29,2,Michigan,1,33,
11375,,C.J.Brooks2005,2005,C.J. Brooks,C.J.,Brooks,OG,78,6,6,309,,,5.18,,,4.59,,31.5,108,24,,,,,
11376,,DougBuckles2005,2005,Doug Buckles,Doug,Buckles,OG,77,6,5,311,,,5.53,,,4.83,,23.5,89,18,,,,,
11377,20054107,DanBuenning20054,2005,Dan Buenning,Dan,Buenning,OG,76,6,4,320,,,5.35,,,4.64,,28,111,29,4,Wisconsin,6,107,
11378,,JonathanClinkscale2005,2005,Jonathan Clinkscale,Jonathan,Clinkscale,OG,74,6,2,315,,,5.51,,,,,27.5,99,,,,,,
11379,20054129,DylanGandy20054,2005,Dylan Gandy,Dylan,Gandy,OG,75,6,3,304,,,5.12,,,4.51,,29.5,100,,4,Texas Tech,28,129,
11380,2005249,MarcusJohnson20052,2005,Marcus Johnson,Marcus,Johnson,OG,79,6,7,321,,,5.45,,,4.75,,27.5,104,21,2,Mississippi,17,49,
11381,20056204,ChrisKemoeatu20056,2005,Chris Kemoeatu,Chris,Kemoeatu,OG,76,6,4,344,,,5.34,,,4.57,,29,98,26,6,Utah,30,204,
11382,2005132,LoganMankins20051,2005,Logan Mankins,Logan,Mankins,OG,76,6,4,307,,,5.06,,,4.45,,31.5,95,21,1,Fresno State,32,32,
11383,2005379,EvanMathis20053,2005,Evan Mathis,Evan,Mathis,OG,77,6,5,304,,,4.92,,,4.16,,35.5,117,35,3,Alabama,15,79,
11384,20056200,ChrisMyers20056,2005,Chris Myers,Chris,Myers,OG,77,6,5,300,,,5.18,,,,,,,25,6,Miami (FL),26,200,
11385,20057254,DougNienhuis20057,2005,Doug Nienhuis,Doug,Nienhuis,OG,78,6,6,307,,,5.15,,,4.52,,29.5,99,22,7,Oregon State,40,254,
11386,,LeonRobinson2005,2005,Leon Robinson,Leon,Robinson,OG,76,6,4,314,,,5.22,,,4.76,,36,109,22,,,,,
11387,2005394,AdamSnyder20053,2005,Adam Snyder,Adam,Snyder,OG,78,6,6,316,,,5.34,,,4.86,,28.5,93,21,3,Oregon,30,94,
11388,,NickSteitz2005,2005,Nick Steitz,Nick,Steitz,OG,76,6,4,312,,,5.7,,,4.66,,31,99,,,,,,
11389,20054134,ClaudeTerrell20054,2005,Claude Terrell,Claude,Terrell,OG,74,6,2,343,,,5.42,,,4.81,,24.5,89,27,4,New Mexico,33,134,
11390,20055172,ScottYoung20055,2005,Scott Young,Scott,Young,OG,76,6,4,312,,,5.08,,,4.4,,35,115,43,5,Brigham Young,36,172,
11391,2005390,JordanBeck20053,2005,Jordan Beck,Jordan,Beck,OLB,75,6,3,233,,,4.6,,,4.12,,41,128,25,3,Cal Poly,26,90,
11392,2005395,DarrylBlackstock20053,2005,Darryl Blackstock,Darryl,Blackstock,OLB,75,6,3,247,,,4.7,,,4.32,,39,126,25,3,Virginia,31,95,
11393,20055160,MichaelBoley20055,2005,Michael Boley,Michael,Boley,OLB,75,6,3,236,,,4.56,,,4.12,,34,113,,5,Southern Miss,24,160,
11394,2005242,KevinBurnett20052,2005,Kevin Burnett,Kevin,Burnett,OLB,75,6,3,235,,,4.61,,,,,36,,20,2,Tennessee,10,42,
